"Time","Battery Level","Charger Voltage","Charger Current","mi/hr","Charger kW","Battery kW","Right Axis"
"7:51 PM",10,373,549.6,860.3,205,203
"7:52 PM",16,379,527.7,835.1,200,197
"7:53 PM",21,381,501.31,799,191,189
"7:54 PM",26,383,488.25,769.8,187,182
"7:55 PM",31,384,455.73,719.1,175,170
"7:56 PM",36,386,417.1,661.6,161,156
"7:57 PM",40,387,379.84,602.3,147,142
"7:58 PM",44,388,345.36,549.2,134,129
"7:59 PM",47,389,305.91,496.3,119,117
"8:00 PM",51,390,279.49,458.5,109,108
"8:01 PM",53,391,263.43,434.8,103,103
"8:02 PM",56,392,250,411.9,98,97
"8:03 PM",59,393,234.1,387.5,92,91
"8:04 PM",62,393,218.83,365.2,86,86
"8:05 PM",64,394,205.58,345.6,81,82
"8:06 PM",67,395,194.94,327.4,77,77
"8:07 PM",69,396,184.34,309.5,73,73
"8:08 PM",71,397,173.8,292.8,69,69
"8:09 PM",73,398,163.32,273,65,64
"8:10 PM",75,399,150.38,251.8,60,59
"8:11 PM",76,399,137.84,231.7,55,55
"8:12 PM",78,400,127.5,215.9,51,51
"8:13 PM",79,400,117.5,200.1,47,47
"8:14 PM",81,400,112.5,190,45,45
"8:15 PM",82,400,115,181.1,46,43
"8:16 PM",83,399,87.72,148.7,35,35
"8:17 PM",84,400,87.5,150.2,35,35
"8:18 PM",85,400,87.5,148.9,35,35
"8:19 PM",86,400,87.5,147.3,35,35
"8:20 PM",87,400,82.5,139.1,33,33
"8:21 PM",88,400,77.5,131.6,31,31
"8:22 PM",89,400,75,126.2,30,30
"8:23 PM",90,400,70,121.2,28,29
"8:24 PM",91,400,67.5,113.7,27,27
"8:25 PM",92,401,64.84,109.7,26,26
"8:26 PM",93,401,59.85,104.2,24,25
"8:27 PM",93,400,57.5,95.8,23,23
"8:28 PM",94,400,55,91.3,22,22
"8:29 PM",95,401,49.88,86.4,20,20
"8:30 PM",95,400,47.5,79.5,19,19
"8:31 PM",96,401,44.89,77,18,18
"8:32 PM",96,401,42.39,72.4,17,17
"8:33 PM",97,401,37.41,64.9,15,15
"8:34 PM",97,401,37.41,63.7,15,14
"8:35 PM",98,401,34.91,58.1,14,13
"8:36 PM",98,401,32.42,54.2,13,13
"8:37 PM",98,401,27.43,47.3,11,11
"8:38 PM",99,401,27.43,44.7,11,11
"8:39 PM",99,401,24.94,43.2,10,10
"8:40 PM",99,401,22.44,39,9,9
"8:41 PM",99,401,22.44,36.3,9,9
"8:42 PM",100,401,19.95,33.5,8,8
"8:43 PM",100,401,19.95,30.7,8,7
"8:44 PM",100,401,17.46,28.3,7,7
"8:45 PM",100,401,14.96,27.6,6,6
