"Date","State","Idle Time","Logger Notes","Charging State","Battery Level","Charger Limit SOC","Battery Range","Charge Energy Added","Charge Rate","Charger Phases","Charger Voltage","Charger Actual Current","Fast Charger Type","Power"
"5:42:39 AM","online","0","","Charging","98","100","235.77","53.76","14.7","1","204","19","","-4"
"5:43:39 AM","online","0","","Charging","98","100","235.77","53.76","14.1","1","205","18","","-3"
"5:44:39 AM","online","0","","Charging","98","100","236.66","53.97","13.5","1","205","18","","-3"
"5:45:39 AM","online","0","","Charging","98","100","236.66","53.97","12.8","1","204","17","","-3"
"5:46:39 AM","online","0","","Charging","98","100","237.11","54.07","12.3","1","205","16","","-3"
"5:47:38 AM","online","0","","Charging","98","100","237.11","54.07","11.7","1","204","16","","-3"
"5:48:38 AM","online","0","","Charging","99","100","237.11","54.07","11.3","1","204","15","","-3"
"5:49:39 AM","online","0","","Charging","99","100","237.55","54.18","10.6","1","205","14","","-3"
"5:50:39 AM","online","0","","Charging","99","100","237.55","54.18","10.5","1","206","14","","-2"
"5:51:38 AM","online","0","","Charging","99","100","237.55","54.18","10.3","1","206","13","","-2"
"5:52:41 AM","online","0","","Charging","99","100","237.99","54.39","9.6","1","206","12","","-2"
"5:53:39 AM","online","0","","Charging","99","100","237.99","54.28","9.2","1","207","12","","-2"
"5:54:39 AM","online","0","","Charging","99","100","238.44","54.39","8.8","1","208","11","","-2"
"5:55:39 AM","online","0","","Charging","99","100","238.88","54.49","8.5","1","209","11","","-2"
"5:56:38 AM","online","0","","Charging","99","100","238.88","54.49","8.2","1","207","11","","-2"
"5:57:40 AM","online","0","","Charging","99","100","238.88","54.49","7.8","1","209","10","","-2"
"5:58:37 AM","online","0","","Charging","99","100","238.88","54.49","7.5","1","208","10","","-2"
"5:59:39 AM","online","0","","Charging","99","100","239.33","54.59","7.1","1","207","10","","-2"
"6:00:39 AM","online","0","","Charging","99","100","239.33","54.59","6.9","1","209","9","","-2"
"6:01:38 AM","online","0","","Charging","99","100","239.33","54.59","6.6","1","209","9","","-2"
"6:02:38 AM","online","0","","Charging","99","100","239.33","54.59","6.3","1","207","9","","-1"
"6:03:39 AM","online","0","","Charging","99","100","239.33","54.59","6.1","1","207","8","","-1"
"6:04:39 AM","online","0","","Charging","99","100","239.77","54.7","5.8","1","207","8","","-1"
"6:05:39 AM","online","0","","Charging","99","100","239.77","54.7","5.6","1","208","8","","-1"
"6:06:39 AM","online","0","","Charging","99","100","239.77","54.7","5.5","1","208","8","","-1"
"6:07:39 AM","online","0","","Charging","99","100","239.77","54.7","5.2","1","208","7","","-1"
"6:08:38 AM","online","0","","Charging","99","100","239.77","54.7","5.1","1","207","7","","-1"
"6:09:38 AM","online","0","","Charging","100","100","239.77","54.7","4.9","1","207","7","","-1"
"6:10:40 AM","online","0","","Charging","100","100","240.21","54.91","4.7","1","207","7","","-1"
"6:11:38 AM","online","0","","Charging","100","100","240.21","54.91","4.6","1","207","7","","-1"
"6:12:40 AM","online","0","","Charging","100","100","240.66","54.91","4.4","1","208","6","","-1"
"6:13:39 AM","online","0","","Charging","100","100","240.21","54.8","4.3","1","208","6","","-1"
"6:14:40 AM","online","0","","Charging","100","100","240.66","54.91","4.1","1","208","6","","-1"
"6:15:42 AM","online","0","","Charging","100","100","240.21","54.91","4.0","1","209","6","","-1"
"6:16:37 AM","","0","Tesla API Token Refreshed","","","","","","","","","","",""
"6:17:40 AM","online","0","","Charging","100","100","240.21","54.8","3.7","1","209","6","","-1"
"6:18:40 AM","online","0","","Charging","100","100","241.1","55.01","3.6","1","207","5","","-1"
"6:19:39 AM","online","0","","Charging","100","100","241.1","55.01","3.3","1","208","5","","-1"
"6:20:38 AM","online","0","","Charging","100","100","241.1","55.01","3.4","1","208","5","","-1"
"6:21:40 AM","online","0","","Charging","100","100","241.1","55.01","3.3","1","208","5","","-1"
"6:22:39 AM","online","0","","Charging","100","100","241.1","55.01","3.2","1","207","5","","-1"
"6:23:38 AM","online","0","","Charging","100","100","241.1","55.01","3.1","1","208","5","","-1"
"6:24:38 AM","online","0","Charging->Idling","Complete","100","100","241.1","55.01","0.0","1","2","0","","0"
"6:25:39 AM","online","1","","Complete","100","100","241.1","55.01","0.0","1","2","0","","0"
"6:26:39 AM","online","2","","Complete","100","100","241.1","55.01","0.0","1","2","0","","0"
"6:27:38 AM","online","3","","Complete","100","100","241.1","55.01","0.0","1","2","0","","0"
"6:28:40 AM","online","4","","Complete","100","100","241.1","55.01","0.0","1","2","0","","0"
"6:29:39 AM","online","5","","Complete","100","100","241.1","55.01","0.0","1","2","0","","0"
